Mês/Ano ,Região Origem        ,Região Destino ,Vendas de Biodiesel
10/2019 ,SUDESTE              ,CENTRO OESTE   ,
10/2019 ,SUDESTE              ,NORDESTE       ,
10/2019 ,SUDESTE              ,SUDESTE        ,
10/2019 ,SUDESTE              ,SUL            ,
10/2019 ,SUL                  ,CENTRO OESTE   ,
10/2019 ,SUL                  ,NÃO INFORMADA  ,
10/2019 ,SUL                  ,SUDESTE        ,
10/2019 ,SUL                  ,SUL            ,
09/2019 ,NORDESTE             ,NORDESTE       ,
09/2019 ,NORTE / CENTRO OESTE ,CENTRO OESTE   ,
09/2019 ,NORTE / CENTRO OESTE ,NORDESTE       ,
09/2019 ,NORTE / CENTRO OESTE ,NORTE          ,
09/2019 ,NORTE / CENTRO OESTE ,SUDESTE        ,
09/2019 ,NORTE / CENTRO OESTE ,SUL            ,
09/2019 ,SUDESTE              ,CENTRO OESTE   ,
09/2019 ,SUDESTE              ,NORDESTE       ,
09/2019 ,SUDESTE              ,SUDESTE        ,
09/2019 ,SUL                  ,SUDESTE        ,
09/2019 ,SUL                  ,SUL            ,
08/2019 ,NORDESTE             ,NORDESTE       ,
08/2019 ,NORDESTE             ,SUDESTE        ,
08/2019 ,NORTE / CENTRO OESTE ,CENTRO OESTE   ,
08/2019 ,NORTE / CENTRO OESTE ,NÃO INFORMADA  ,
08/2019 ,NORTE / CENTRO OESTE ,NORDESTE       ,
08/2019 ,NORTE / CENTRO OESTE ,NORTE          ,
08/2019 ,NORTE / CENTRO OESTE ,SUDESTE        ,
08/2019 ,NORTE / CENTRO OESTE ,SUL            ,
08/2019 ,SUDESTE              ,NORDESTE       ,
08/2019 ,SUDESTE              ,SUDESTE        ,
08/2019 ,SUDESTE              ,SUL            ,
08/2019 ,SUL                  ,NÃO INFORMADA  ,
08/2019 ,SUL                  ,SUDESTE        ,
08/2019 ,SUL                  ,SUL            ,
07/2019 ,NORDESTE             ,NORDESTE       ,
07/2019 ,NORTE / CENTRO OESTE ,CENTRO OESTE   ,
07/2019 ,NORTE / CENTRO OESTE ,NORDESTE       ,
07/2019 ,NORTE / CENTRO OESTE ,NORTE          ,
07/2019 ,NORTE / CENTRO OESTE ,SUDESTE        ,
07/2019 ,NORTE / CENTRO OESTE ,SUL            ,
07/2019 ,SUDESTE              ,NORDESTE       ,
07/2019 ,SUDESTE              ,SUDESTE        ,
07/2019 ,SUL                  ,NÃO INFORMADA  ,
07/2019 ,SUL                  ,SUDESTE        ,
07/2019 ,SUL                  ,SUL            ,
06/2019 ,NORDESTE             ,NORDESTE       ,
06/2019 ,NORTE / CENTRO OESTE ,CENTRO OESTE   ,
06/2019 ,NORTE / CENTRO OESTE ,NORDESTE       ,
06/2019 ,NORTE / CENTRO OESTE ,NORTE          ,
06/2019 ,NORTE / CENTRO OESTE ,SUDESTE        ,
06/2019 ,NORTE / CENTRO OESTE ,SUL            ,
06/2019 ,SUDESTE              ,NORDESTE       ,
06/2019 ,SUDESTE              ,SUDESTE        ,
06/2019 ,SUDESTE              ,SUL            ,
06/2019 ,SUL                  ,SUDESTE        ,
06/2019 ,SUL                  ,SUL            ,
05/2019 ,NORDESTE             ,NORDESTE       ,
05/2019 ,NORTE / CENTRO OESTE ,CENTRO OESTE   ,
05/2019 ,NORTE / CENTRO OESTE ,NORDESTE       ,
05/2019 ,NORTE / CENTRO OESTE ,NORTE          ,
05/2019 ,NORTE / CENTRO OESTE ,SUDESTE        ,
05/2019 ,NORTE / CENTRO OESTE ,SUL            ,
05/2019 ,SUDESTE              ,NORDESTE       ,
05/2019 ,SUDESTE              ,SUDESTE        ,
05/2019 ,SUL                  ,NÃO INFORMADA  ,
05/2019 ,SUL                  ,SUDESTE        ,
05/2019 ,SUL                  ,SUL            ,
04/2019 ,NORDESTE             ,NORDESTE       ,
04/2019 ,NORTE / CENTRO OESTE ,CENTRO OESTE   ,
04/2019 ,NORTE / CENTRO OESTE ,NORDESTE       ,
04/2019 ,NORTE / CENTRO OESTE ,NORTE          ,
04/2019 ,NORTE / CENTRO OESTE ,SUDESTE        ,
04/2019 ,NORTE / CENTRO OESTE ,SUL            ,
04/2019 ,SUDESTE              ,SUDESTE        ,
04/2019 ,SUL                  ,SUDESTE        ,
04/2019 ,SUL                  ,SUL            ,
03/2019 ,NORDESTE             ,NORDESTE       ,
03/2019 ,NORTE / CENTRO OESTE ,CENTRO OESTE   ,
03/2019 ,NORTE / CENTRO OESTE ,NORDESTE       ,
03/2019 ,NORTE / CENTRO OESTE ,NORTE          ,
03/2019 ,NORTE / CENTRO OESTE ,SUDESTE        ,
03/2019 ,NORTE / CENTRO OESTE ,SUL            ,
03/2019 ,SUDESTE              ,NORDESTE       ,
03/2019 ,SUDESTE              ,SUDESTE        ,
03/2019 ,SUDESTE              ,SUL            ,
03/2019 ,SUL                  ,SUDESTE        ,
03/2019 ,SUL                  ,SUL            ,
02/2019 ,NORDESTE             ,NORDESTE       ,
02/2019 ,NORTE / CENTRO OESTE ,CENTRO OESTE   ,
02/2019 ,NORTE / CENTRO OESTE ,NORDESTE       ,
02/2019 ,NORTE / CENTRO OESTE ,NORTE          ,
02/2019 ,NORTE / CENTRO OESTE ,SUDESTE        ,
02/2019 ,SUDESTE              ,NORDESTE       ,
02/2019 ,SUDESTE              ,SUDESTE        ,
02/2019 ,SUL                  ,NÃO INFORMADA  ,
02/2019 ,SUL                  ,SUDESTE        ,
02/2019 ,SUL                  ,SUL            ,
01/2019 ,NORDESTE             ,NORDESTE       ,
01/2019 ,NORTE / CENTRO OESTE ,CENTRO OESTE   ,
01/2019 ,NORTE / CENTRO OESTE ,NORDESTE       ,
01/2019 ,NORTE / CENTRO OESTE ,NORTE          ,
01/2019 ,NORTE / CENTRO OESTE ,SUDESTE        ,
01/2019 ,NORTE / CENTRO OESTE ,SUL            ,
01/2019 ,SUDESTE              ,NORDESTE       ,
01/2019 ,SUDESTE              ,SUDESTE        ,
01/2019 ,SUDESTE              ,SUL            ,
01/2019 ,SUL                  ,SUDESTE        ,
01/2019 ,SUL                  ,SUL            ,
12/2018 ,NORDESTE             ,NORDESTE       ,
12/2018 ,NORTE / CENTRO OESTE ,CENTRO OESTE   ,
12/2018 ,NORTE / CENTRO OESTE ,NORDESTE       ,
12/2018 ,NORTE / CENTRO OESTE ,NORTE          ,
12/2018 ,NORTE / CENTRO OESTE ,SUDESTE        ,
12/2018 ,SUDESTE              ,NORDESTE       ,
12/2018 ,SUDESTE              ,SUDESTE        ,
12/2018 ,SUL                  ,SUDESTE        ,
12/2018 ,SUL                  ,SUL            ,
11/2018 ,NORDESTE             ,NORDESTE       ,
11/2018 ,NORTE / CENTRO OESTE ,CENTRO OESTE   ,
11/2018 ,NORTE / CENTRO OESTE ,NORDESTE       ,
11/2018 ,NORTE / CENTRO OESTE ,NORTE          ,
11/2018 ,NORTE / CENTRO OESTE ,SUDESTE        ,
11/2018 ,NORTE / CENTRO OESTE ,SUL            ,
11/2018 ,SUDESTE              ,NORDESTE       ,
11/2018 ,SUDESTE              ,SUDESTE        ,
11/2018 ,SUL                  ,SUDESTE        ,
11/2018 ,SUL                  ,SUL            ,
10/2018 ,NORDESTE             ,NORDESTE       ,
10/2018 ,NORTE / CENTRO OESTE ,CENTRO OESTE   ,
10/2018 ,NORTE / CENTRO OESTE ,NORDESTE       ,
10/2018 ,NORTE / CENTRO OESTE ,NORTE          ,
10/2018 ,NORTE / CENTRO OESTE ,SUDESTE        ,
10/2018 ,NORTE / CENTRO OESTE ,SUL            ,
10/2018 ,SUDESTE              ,CENTRO OESTE   ,
10/2018 ,SUDESTE              ,NORDESTE       ,
10/2018 ,SUDESTE              ,SUDESTE        ,
10/2018 ,SUDESTE              ,SUL            ,
10/2018 ,SUL                  ,SUDESTE        ,
10/2018 ,SUL                  ,SUL            ,
09/2018 ,NORDESTE             ,NORDESTE       ,
09/2018 ,NORTE / CENTRO OESTE ,CENTRO OESTE   ,
09/2018 ,NORTE / CENTRO OESTE ,NORDESTE       ,
09/2018 ,NORTE / CENTRO OESTE ,NORTE          ,
09/2018 ,NORTE / CENTRO OESTE ,SUDESTE        ,
09/2018 ,NORTE / CENTRO OESTE ,SUL            ,
09/2018 ,SUDESTE              ,NÃO INFORMADO  ,
09/2018 ,SUDESTE              ,SUDESTE        ,
09/2018 ,SUDESTE              ,SUL            ,
09/2018 ,SUL                  ,SUDESTE        ,
09/2018 ,SUL                  ,SUL            ,
08/2018 ,NORDESTE             ,NORDESTE       ,
08/2018 ,NORTE / CENTRO OESTE ,CENTRO OESTE   ,
08/2018 ,NORTE / CENTRO OESTE ,NORDESTE       ,
08/2018 ,NORTE / CENTRO OESTE ,NORTE          ,
08/2018 ,NORTE / CENTRO OESTE ,SUDESTE        ,
08/2018 ,NORTE / CENTRO OESTE ,SUL            ,
08/2018 ,SUDESTE              ,NORDESTE       ,
08/2018 ,SUDESTE              ,SUDESTE        ,
08/2018 ,SUDESTE              ,SUL            ,
08/2018 ,SUL                  ,NORDESTE       ,
08/2018 ,SUL                  ,SUDESTE        ,
08/2018 ,SUL                  ,SUL            ,
07/2018 ,NORDESTE             ,NORDESTE       ,
07/2018 ,NORTE / CENTRO OESTE ,CENTRO OESTE   ,
07/2018 ,NORTE / CENTRO OESTE ,NORDESTE       ,
07/2018 ,NORTE / CENTRO OESTE ,NORTE          ,
07/2018 ,NORTE / CENTRO OESTE ,SUDESTE        ,
07/2018 ,NORTE / CENTRO OESTE ,SUL            ,
07/2018 ,SUDESTE              ,NORDESTE       ,
07/2018 ,SUDESTE              ,SUDESTE        ,
07/2018 ,SUDESTE              ,SUL            ,
07/2018 ,SUL                  ,NORDESTE       ,
07/2018 ,SUL                  ,SUDESTE        ,
07/2018 ,SUL                  ,SUL            ,
06/2018 ,NORDESTE             ,NORDESTE       ,
06/2018 ,NORDESTE             ,SUDESTE        ,
06/2018 ,NORTE / CENTRO OESTE ,CENTRO OESTE   ,
06/2018 ,NORTE / CENTRO OESTE ,NÃO INFORMADA  ,
06/2018 ,NORTE / CENTRO OESTE ,NORDESTE       ,
06/2018 ,NORTE / CENTRO OESTE ,NORTE          ,
06/2018 ,NORTE / CENTRO OESTE ,SUDESTE        ,
06/2018 ,NORTE / CENTRO OESTE ,SUL            ,
06/2018 ,SUDESTE              ,NORDESTE       ,
06/2018 ,SUDESTE              ,SUDESTE        ,
06/2018 ,SUL                  ,SUDESTE        ,
06/2018 ,SUL                  ,SUL            ,
05/2018 ,NORDESTE             ,NORDESTE       ,
05/2018 ,NORDESTE             ,SUDESTE        ,
05/2018 ,NORTE / CENTRO OESTE ,CENTRO OESTE   ,
05/2018 ,NORTE / CENTRO OESTE ,NORDESTE       ,
05/2018 ,NORTE / CENTRO OESTE ,NORTE          ,
05/2018 ,NORTE / CENTRO OESTE ,SUDESTE        ,
05/2018 ,SUDESTE              ,NORDESTE       ,
05/2018 ,SUDESTE              ,SUDESTE        ,
05/2018 ,SUL                  ,SUDESTE        ,
05/2018 ,SUL                  ,SUL            ,
04/2018 ,NORDESTE             ,NORDESTE       ,
04/2018 ,NORTE / CENTRO OESTE ,CENTRO OESTE   ,
04/2018 ,NORTE / CENTRO OESTE ,NORDESTE       ,
04/2018 ,NORTE / CENTRO OESTE ,NORTE          ,
04/2018 ,NORTE / CENTRO OESTE ,SUDESTE        ,
04/2018 ,NORTE / CENTRO OESTE ,SUL            ,
04/2018 ,SUDESTE              ,CENTRO OESTE   ,
04/2018 ,SUDESTE              ,NORDESTE       ,
04/2018 ,SUDESTE              ,SUDESTE        ,
04/2018 ,SUDESTE              ,SUL            ,
04/2018 ,SUL                  ,NORTE          ,
04/2018 ,SUL                  ,SUDESTE        ,
04/2018 ,SUL                  ,SUL            ,
03/2018 ,NORDESTE             ,NORDESTE       ,
03/2018 ,NORDESTE             ,SUDESTE        ,
03/2018 ,NORTE / CENTRO OESTE ,CENTRO OESTE   ,
03/2018 ,NORTE / CENTRO OESTE ,NORDESTE       ,
03/2018 ,NORTE / CENTRO OESTE ,NORTE          ,
03/2018 ,NORTE / CENTRO OESTE ,SUDESTE        ,
03/2018 ,NORTE / CENTRO OESTE ,SUL            ,
03/2018 ,SUDESTE              ,SUDESTE        ,
03/2018 ,SUL                  ,NÃO INFORMADA  ,
03/2018 ,SUL                  ,SUDESTE        ,
03/2018 ,SUL                  ,SUL            ,
02/2018 ,NORDESTE             ,CENTRO OESTE   ,
02/2018 ,NORDESTE             ,NORDESTE       ,
02/2018 ,NORTE / CENTRO OESTE ,CENTRO OESTE   ,
02/2018 ,NORTE / CENTRO OESTE ,NORDESTE       ,
02/2018 ,NORTE / CENTRO OESTE ,NORTE          ,
02/2018 ,NORTE / CENTRO OESTE ,SUDESTE        ,
02/2018 ,NORTE / CENTRO OESTE ,SUL            ,
02/2018 ,SUDESTE              ,CENTRO OESTE   ,
02/2018 ,SUDESTE              ,NÃO INFORMADA  ,
02/2018 ,SUDESTE              ,NORDESTE       ,
02/2018 ,SUDESTE              ,SUDESTE        ,
02/2018 ,SUL                  ,NÃO INFORMADA  ,
02/2018 ,SUL                  ,SUDESTE        ,
02/2018 ,SUL                  ,SUL            ,
01/2018 ,NORDESTE             ,NORDESTE       ,
01/2018 ,NORTE / CENTRO OESTE ,CENTRO OESTE   ,
01/2018 ,NORTE / CENTRO OESTE ,NORDESTE       ,
01/2018 ,NORTE / CENTRO OESTE ,NORTE          ,
01/2018 ,NORTE / CENTRO OESTE ,SUDESTE        ,
01/2018 ,NORTE / CENTRO OESTE ,SUL            ,
01/2018 ,SUDESTE              ,NORDESTE       ,
01/2018 ,SUDESTE              ,SUDESTE        ,
01/2018 ,SUL                  ,SUDESTE        ,
01/2018 ,SUL                  ,SUL            ,
12/2017 ,NORDESTE             ,NORDESTE       ,
12/2017 ,NORTE / CENTRO OESTE ,CENTRO OESTE   ,
12/2017 ,NORTE / CENTRO OESTE ,NORDESTE       ,
12/2017 ,NORTE / CENTRO OESTE ,NORTE          ,
12/2017 ,NORTE / CENTRO OESTE ,SUDESTE        ,
12/2017 ,SUDESTE              ,NORDESTE       ,
12/2017 ,SUDESTE              ,SUDESTE        ,
12/2017 ,SUL                  ,NORDESTE       ,
12/2017 ,SUL                  ,SUDESTE        ,
12/2017 ,SUL                  ,SUL            ,
11/2017 ,NORDESTE             ,NORDESTE       ,
11/2017 ,NORDESTE             ,SUDESTE        ,
11/2017 ,NORTE / CENTRO OESTE ,CENTRO OESTE   ,
11/2017 ,NORTE / CENTRO OESTE ,NORDESTE       ,
11/2017 ,NORTE / CENTRO OESTE ,NORTE          ,
11/2017 ,NORTE / CENTRO OESTE ,SUDESTE        ,
11/2017 ,NORTE / CENTRO OESTE ,SUL            ,
11/2017 ,SUDESTE              ,CENTRO OESTE   ,
11/2017 ,SUDESTE              ,NORDESTE       ,
11/2017 ,SUDESTE              ,SUDESTE        ,
11/2017 ,SUL                  ,NORDESTE       ,
11/2017 ,SUL                  ,SUDESTE        ,
11/2017 ,SUL                  ,SUL            ,
10/2017 ,NORDESTE             ,NORDESTE       ,
10/2017 ,NORTE / CENTRO OESTE ,CENTRO OESTE   ,
10/2017 ,NORTE / CENTRO OESTE ,NORDESTE       ,
10/2017 ,NORTE / CENTRO OESTE ,NORTE          ,
10/2017 ,NORTE / CENTRO OESTE ,SUDESTE        ,
10/2017 ,NORTE / CENTRO OESTE ,SUL            ,
10/2017 ,SUDESTE              ,CENTRO OESTE   ,
10/2017 ,SUDESTE              ,NORDESTE       ,
10/2017 ,SUDESTE              ,SUDESTE        ,
10/2017 ,SUDESTE              ,SUL            ,
10/2017 ,SUL                  ,CENTRO OESTE   ,
10/2017 ,SUL                  ,SUDESTE        ,
10/2017 ,SUL                  ,SUL            ,
09/2017 ,NORDESTE             ,NORDESTE       ,
09/2017 ,NORDESTE             ,SUDESTE        ,
09/2017 ,NORTE / CENTRO OESTE ,CENTRO OESTE   ,
09/2017 ,NORTE / CENTRO OESTE ,NORDESTE       ,
09/2017 ,NORTE / CENTRO OESTE ,NORTE          ,
09/2017 ,NORTE / CENTRO OESTE ,SUDESTE        ,
09/2017 ,NORTE / CENTRO OESTE ,SUL            ,
09/2017 ,SUDESTE              ,SUDESTE        ,
09/2017 ,SUL                  ,SUDESTE        ,
09/2017 ,SUL                  ,SUL            ,
08/2017 ,NORDESTE             ,NORDESTE       ,
08/2017 ,NORDESTE             ,SUDESTE        ,
08/2017 ,NORTE / CENTRO OESTE ,CENTRO OESTE   ,
08/2017 ,NORTE / CENTRO OESTE ,NORDESTE       ,
08/2017 ,NORTE / CENTRO OESTE ,NORTE          ,
08/2017 ,NORTE / CENTRO OESTE ,SUDESTE        ,
08/2017 ,NORTE / CENTRO OESTE ,SUL            ,
08/2017 ,SUDESTE              ,NORDESTE       ,
08/2017 ,SUDESTE              ,SUDESTE        ,
08/2017 ,SUDESTE              ,SUL            ,
08/2017 ,SUL                  ,SUDESTE        ,
08/2017 ,SUL                  ,SUL            ,
07/2017 ,NORDESTE             ,NORDESTE       ,
07/2017 ,NORDESTE             ,SUDESTE        ,
07/2017 ,NORTE / CENTRO OESTE ,CENTRO OESTE   ,
07/2017 ,NORTE / CENTRO OESTE ,NORDESTE       ,
07/2017 ,NORTE / CENTRO OESTE ,NORTE          ,
07/2017 ,NORTE / CENTRO OESTE ,SUDESTE        ,
07/2017 ,NORTE / CENTRO OESTE ,SUL            ,
07/2017 ,SUDESTE              ,CENTRO OESTE   ,
07/2017 ,SUDESTE              ,NORDESTE       ,
07/2017 ,SUDESTE              ,SUDESTE        ,
07/2017 ,SUDESTE              ,SUL            ,
07/2017 ,SUL                  ,SUDESTE        ,
07/2017 ,SUL                  ,SUL            ,
06/2017 ,NORDESTE             ,NORDESTE       ,
06/2017 ,NORTE / CENTRO OESTE ,CENTRO OESTE   ,
06/2017 ,NORTE / CENTRO OESTE ,NORDESTE       ,
06/2017 ,NORTE / CENTRO OESTE ,NORTE          ,
06/2017 ,NORTE / CENTRO OESTE ,SUDESTE        ,
06/2017 ,NORTE / CENTRO OESTE ,SUL            ,
06/2017 ,SUDESTE              ,CENTRO OESTE   ,
06/2017 ,SUDESTE              ,NORDESTE       ,
06/2017 ,SUDESTE              ,SUDESTE        ,
06/2017 ,SUL                  ,NORDESTE       ,
06/2017 ,SUL                  ,SUDESTE        ,
06/2017 ,SUL                  ,SUL            ,
05/2017 ,NORDESTE             ,NORDESTE       ,
05/2017 ,NORTE / CENTRO OESTE ,CENTRO OESTE   ,
05/2017 ,NORTE / CENTRO OESTE ,NORDESTE       ,
05/2017 ,NORTE / CENTRO OESTE ,NORTE          ,
05/2017 ,NORTE / CENTRO OESTE ,SUDESTE        ,
05/2017 ,NORTE / CENTRO OESTE ,SUL            ,
05/2017 ,SUDESTE              ,NORDESTE       ,
05/2017 ,SUDESTE              ,SUDESTE        ,
05/2017 ,SUL                  ,SUDESTE        ,
05/2017 ,SUL                  ,SUL            ,
04/2017 ,NORDESTE             ,NORDESTE       ,
04/2017 ,NORTE / CENTRO OESTE ,CENTRO OESTE   ,
04/2017 ,NORTE / CENTRO OESTE ,NORDESTE       ,
04/2017 ,NORTE / CENTRO OESTE ,NORTE          ,
04/2017 ,NORTE / CENTRO OESTE ,SUDESTE        ,
04/2017 ,NORTE / CENTRO OESTE ,SUL            ,
04/2017 ,SUDESTE              ,NORDESTE       ,
04/2017 ,SUDESTE              ,SUDESTE        ,
04/2017 ,SUL                  ,NORDESTE       ,
04/2017 ,SUL                  ,SUDESTE        ,
04/2017 ,SUL                  ,SUL            ,
03/2017 ,NORDESTE             ,NORDESTE       ,
03/2017 ,NORTE / CENTRO OESTE ,CENTRO OESTE   ,
03/2017 ,NORTE / CENTRO OESTE ,NORDESTE       ,
03/2017 ,NORTE / CENTRO OESTE ,NORTE          ,
03/2017 ,NORTE / CENTRO OESTE ,SUDESTE        ,
03/2017 ,NORTE / CENTRO OESTE ,SUL            ,
03/2017 ,SUDESTE              ,NORDESTE       ,
03/2017 ,SUDESTE              ,SUDESTE        ,
03/2017 ,SUDESTE              ,SUL            ,
03/2017 ,SUL                  ,SUDESTE        ,
03/2017 ,SUL                  ,SUL            ,
02/2017 ,NORDESTE             ,NÃO INFORMADA  ,
02/2017 ,NORDESTE             ,NORDESTE       ,
02/2017 ,NORDESTE             ,SUDESTE        ,
02/2017 ,NORTE / CENTRO OESTE ,CENTRO OESTE   ,
02/2017 ,NORTE / CENTRO OESTE ,NORDESTE       ,
02/2017 ,NORTE / CENTRO OESTE ,NORTE          ,
02/2017 ,NORTE / CENTRO OESTE ,SUDESTE        ,
02/2017 ,NORTE / CENTRO OESTE ,SUL            ,
02/2017 ,SUDESTE              ,NORDESTE       ,
02/2017 ,SUDESTE              ,SUDESTE        ,
02/2017 ,SUDESTE              ,SUL            ,
02/2017 ,SUL                  ,NÃO INFORMADO  ,
02/2017 ,SUL                  ,SUDESTE        ,
02/2017 ,SUL                  ,SUL            ,
01/2017 ,NORDESTE             ,NÃO INFORMADA  ,
01/2017 ,NORDESTE             ,NORDESTE       ,
01/2017 ,NORDESTE             ,SUDESTE        ,
01/2017 ,NORTE / CENTRO OESTE ,CENTRO OESTE   ,
01/2017 ,NORTE / CENTRO OESTE ,NORDESTE       ,
01/2017 ,NORTE / CENTRO OESTE ,NORTE          ,
01/2017 ,NORTE / CENTRO OESTE ,SUDESTE        ,
01/2017 ,NORTE / CENTRO OESTE ,SUL            ,
01/2017 ,SUDESTE              ,NORDESTE       ,
01/2017 ,SUDESTE              ,SUDESTE        ,
01/2017 ,SUL                  ,NÃO INFORMADO  ,
01/2017 ,SUL                  ,NORDESTE       ,
01/2017 ,SUL                  ,SUDESTE        ,
01/2017 ,SUL                  ,SUL            ,
